24,,,,23,,,,22,,,,21,,,,20,,,,19,,,,18,,,,17,,,,16,,,,15,,,,14,,,,13,,,,12,,,,11,,,,10,,,,9,,,,8,,,,7,,,,6,,,,5,,,,4,,,,3,,,,2,,,,1,,,
Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date
음냐 오늘은 무슨 노래 듣고싶어,,Text,2022.03.02 01:52,달플리 연습하던 노래 있는데,,Text,2022.03.01 18:16,꿈에서는 내 무대를 펼치게써,,Text,2022.03.01 02:34,팹 선샌밈등장,,Text,2022.02.28 18:12,엄청 내성적이고 배달전화도 못해서 언니야한테 해달라고 울던 나인데,,Text,2022.02.24 17:17,그래서 사진 기다릴까봐 미리 말 해ㅜㅜ 미안해ㅜㅜ,,Text,2022.02.19 15:41,잘 구워서 바솩바솩해,,Text,2022.02.18 13:01,마자 세상에 안 예쁜 댕댕이는 없어 ㅡㅡ,,Text,2022.02.17 17:08,,,,,,,,,"좋아하는 드라마 영화추천!

- 전 매번 말하는 눈이부시게...👍
이건 볼 때 마다 오열",,Text,2022.02.14 22:33,근데 있자나,,Text,2022.02.14 15:29,,,,,,,,,,,,,,,,,내가 다시 만나자면 만나는 거야,,Text,2022.02.13 21:10,,,,,너 누구야,,Text,2022.02.13 17:05,,,,,내가 잘못햄ㅅ네ㅡ ㅡ,,Text,2022.02.13 00:20,..삭발 인누와 ,,Text,2022.02.12 09:36,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아잇 장난이야,,Text,2022.02.12 00:53,,,,
박완규 선배님 천년의 사랑?,,Text,2022.03.02 01:53,알려주면 산통 깨는 거 잖아....,,Text,2022.03.01 18:16,다들 보러와,,Text,2022.03.01 02:34,요허분 팹선생님은 밤낮으로 열일중이시니 나쁜말은 말아줘요 ㅜ ㅜ,,Text,2022.02.28 18:13,알바하면서 사람들 대하는법도 알고 진짜 직업에는 귀천이없다는 생각했어..다 너무 존경하게 됨,,Text,2022.02.24 17:18,그 대신 정성스럽게 주말 추천곡을 골라볼게,,Text,2022.02.19 15:41,헉 런던베이글뮤지엄,,Text,2022.02.18 13:02,참고로 하늘이는 유기견이었어! 유기견들도 모두 다 소중하고 이쁜데 다들 좋은 주인 만났음 좋겠따,,Text,2022.02.17 17:09,,,,,,,,,(아무일 없다는 듯이 질문받음),,Text,2022.02.14 22:35,넌 나한테 궁금한 거 없었어?,,Text,2022.02.14 15:29,,,,,,,,,,,,,,,,,모 해주면 만나줄건데,,Text,2022.02.13 21:13,,,,,누구세여,,Text,2022.02.13 17:06,,,,,야 하쑤영 정신안체리냐? ㅡ ㅡ,,Text,2022.02.13 00:20,난 오늘 뽀글이부다 ,,Text,2022.02.12 09:37,아 굶지마 ㅡㅜ,,Text,2022.02.12 00:53,,,,
잠 안깨겠어?•••,,Text,2022.03.02 01:53,근데 콘서트랑 퀸덤 준비일정이랑 겹쳐져서 계속 미뤄져버렸어 ㅜ ㅜ,,Text,2022.03.01 18:17,잘 자아,,Text,2022.03.01 02:36,고쳐주신대요👍,,Text,2022.02.28 18:13,지금 내가 서 있는 이 도로? 도로만드시는 분들이 있었기에 있는 것... 진짜 알바생들 한명한명 모든 서비스직들 한명한명 다 소중히 대해야한다구,,Text,2022.02.24 17:18,오늘 케이팝 추천해달라는 바솩이 많구나...,,Text,2022.02.19 15:43,거기 해주랑 얘기했었는데,,Text,2022.02.18 13:02,다음에 바솩이의 댕댕이 사진도 보여주라 나 남의 집 강아지보는거 엄청 좋아해 🤤,,Text,2022.02.17 17:11,,,,,,,,,"#하수영업템 추천 해주세여

- 모 어떤거..?!? 화장품? 기초?😲",,Text,2022.02.14 22:37,못 물어봤던 거 없나아,,Text,2022.02.14 15:30,,,,,,,,,,,,,,,,,여기 영상 올려지나?,,Text,2022.02.13 21:29,,,,,아냐아냐 가~!!!!!,,Text,2022.02.13 17:06,,,,,고럼 내일은 늦게일어나쟈 우리,,Text,2022.02.13 00:21,엇 손해주랑 안 맞췄는데,,Text,2022.02.12 09:39,장난이야,,Text,2022.02.12 00:53,,,,
그러며는,,Text,2022.03.02 01:54,후보곡이었던거?!,,Text,2022.03.01 18:18,오늘 너 아니었으면 조금 속상했을수도 있었는데,,Text,2022.03.01 02:36,아니 와와바와 다같이 활동 때 병원 갔는데 혈압 재는 기계가 있어서 재미삼아 재보자재보자 해ㅛ으ㅓ,,Text,2022.02.28 18:14,우웅ㅇ 난 그래서 알바했다그러면 아이구 힘들었겠다 라고 생각할 수도 있는데,,Text,2022.02.24 17:19,이달소로는 부족한거지 ? 응...,,Text,2022.02.19 15:43,어느날 둘이 같은 브이로그를 보고 다음날 똑같이 런던베이글뮤지엄을 얘기했어 ㅋ ㅋ ㅋ,,Text,2022.02.18 13:03,그 트위터에 내 해쉬있자나,,Text,2022.02.17 17:13,,,,,,,,,"눈이 부시게 처럼 시간여행이 가능해지면
언제로 가고 싶어요?
- 나는 드라마 보면서 이 생각을 해봤는데... 안 갈 것 같아!!!!!  결국 나도 내가 원하는 상황을 만들지 못해서 두고두고 후회할 것 같아서 ㅠ.ㅠ",,Text,2022.02.14 23:11,1. 자주 쓰는 향수,,Text,2022.02.14 15:31,,,,,,,,,,,,,,,,,셀카 찾다가 옛날 댄스영상 찾았따 ㅋ ㅋ ㅋ,,Text,2022.02.13 21:30,,,,,나 그냥 혼자 주절주절 외롭게 있을게!!! ㅎㅎ,,Text,2022.02.13 17:06,,,,,웅 근데 막 해지고 일어나는 건 아니지?,,Text,2022.02.13 00:22,텔레파시 통했나 봐 ,,Text,2022.02.12 09:39,많이먹어 내사랑💖 ,,Text,2022.02.12 00:53,,,,
내가 아침에 너 마중못가니까,,Text,2022.03.02 01:54,한 겨울에 할 줄 알고 나는,,Text,2022.03.01 18:18,덕분에 행복해써,,Text,2022.03.01 02:36,근데 한명 쟀는데 막 육십몇에 사십몇 이르케 나왔던 듯,,Text,2022.02.28 18:15,거기서 배울 수 있는게 너무많아서 난 그 시간들이 감사해😘,,Text,2022.02.24 17:20,질투나지만 추천해볼게😈,,Text,2022.02.19 15:43,다음에 가보고 후기 알려줄게,,Text,2022.02.18 13:03,#수영이마음속에수영 ,,Text,2022.02.17 17:13,,,,,,,,,"편지에 어떤말 적어주는게 좋아?
-난 너의 시시콜콜한 얘기든 그 날 겪은 일말의 감정이래도 좋아! 근데 나 아기사과 하수영... 몬가 이르케저르케 칭찬해주면 기분 좋아지는 건 사실•••🤤",,Text,2022.02.14 23:13,오케이 ㅎ ㅎ,,Text,2022.02.14 15:31,,,,,,,,,,,,,,,,,으아 영상은 안되는구너 킼킼은 다른 사람들도 보자나ㅜ ㅜ,,Text,2022.02.13 21:32,,,,,아 날씨좋구 외롭다 ㅎㅎ,,Text,2022.02.13 17:06,,,,,나 기다리다가 목 빠져어,,Text,2022.02.13 00:24,오늘 삐뽀즈는 푸들즈다,,Text,2022.02.12 09:39,난 김밥먹고싶어서 먹은구야,,Text,2022.02.12 00:54,,,,
나 대신에 함께할 아침아솩플리를 ,,Text,2022.03.02 01:54,정승환 선배님 뒷모습도 연습했었어ㅓ,,Text,2022.03.01 18:18,잘자잉♥️,,Text,2022.03.01 02:36,근데 4명 다 그렇4ㅔ 나와서,,Text,2022.02.28 18:16,그럼그럼 사무직도 노동직도 모두모두 소중하고 그 어떤 직업들도 다 소중하지요,,Text,2022.02.24 17:21,맞아 이달소는 루나팝이지 ㅎㅋ,,Text,2022.02.19 15:44,이달소는 알고리즘으로 서로 요즘 뭐 보는지 알 수 있어,,Text,2022.02.18 13:03,거기 올려줘두 볼게💖,,Text,2022.02.17 17:14,,,,,,,,,"#하수영업템
섀도우: 롬앤 베러 댄 아이즈 01 말린 망고튤립
블러셔: 릴리바이레드 러브빔 치크밤 03 감성빔
립:릴리바이레드 무스틴트 02,03 
      페리페라 에어리 벨벳 만찢코랄",,Text,2022.02.14 23:17,나도 질문방 다시 만들고싶은데,,Text,2022.02.14 15:32,,,,,,,,,,,,,,,,,쫌 부끄러운ㄷㅔ,,Text,2022.02.13 21:32,,,,,나는 다른 그룹 팬들 깻잎떼주고 올게,,Text,2022.02.13 17:07,,,,,넌 언제 자  !!!,,Text,2022.02.13 00:25,나 그리고 또 물어볼 거 있어,,Text,2022.02.12 09:43,아침이슬 나와요,,Text,2022.02.12 00:54,,,,
만들어오께,,Text,2022.03.02 01:54,난 가사를 제일 중요하게 생각해서,,Text,2022.03.01 18:19,사랑해애애애,,Text,2022.03.01 02:36,다들 웃펐던 기억,,Text,2022.02.28 18:16,"오늘의 아솩교훈
직업에는 귀천이 없다!",,Text,2022.02.24 17:22,으악,,Text,2022.02.19 15:48,내가 안보는 영상이 나한테 뜬다? 그럼 백퍼 다른멤버가 보는 것•••,,Text,2022.02.18 13:04,트위터 안하면 프사로 보여줘 😍,,Text,2022.02.17 17:15,,,,,,,,,"#하수영업템
기초편•••
세럼 악씨옹 부스떠르
로벡틴 스킨 이센셜즈 엑티베이팅 트리트먼트 로션
크리니크 노란색로션....(이름모름 ㅜ.ㅜ)
달바 워터풀 에센스 선크림",,Text,2022.02.14 23:20,너 돈들자나 . . .,,Text,2022.02.14 15:32,,,,,,,,,,,,,,,,,언니들 시상식 보는 중 웃는 거 넘 이뿌다 ㅡㅜ,,Text,2022.02.13 21:33,,,,,새우도 까줄거임 ㅋ,,Text,2022.02.13 17:07,,,,,아 내 목 고쳐주는 너... 도수치료가 따로 없따,,Text,2022.02.13 00:26,모냐면,,Text,2022.02.12 09:43,거짓말 ~~ ,,Text,2022.02.12 00:54,,,,
아침아솩플리 아아플이래ㅜ 귀엽다,,Text,2022.03.02 01:56,오빛들한테 하고 싶은 얘기를 찾다가,,Text,2022.03.01 18:20,💋,,Emoji,2022.03.01 02:36,그거 검사하면 종이 나오자나,,Text,2022.02.28 18:16,근데 왜 음식얘기하다가 이까지 온거야?...,,Text,2022.02.24 17:22,적다가 나가졌어ㅜ ㅜ,,Text,2022.02.19 15:49,와이파이 같이 써서 그런가?...,,Text,2022.02.18 13:04,아 ㅜ ,,Text,2022.02.17 17:16,,,,,,,,,"청소할 때 물건 막 쉽게 버리는 스타일이야?
- 아니... 나는 이건 또 추억이있고 저건 또 추억이 있고 하다가 바리바리스타 돼 있어",,Text,2022.02.14 23:21,난 몰라 ㅜ 너가 만들라했따 ㅜ.ㅜ,,Text,2022.02.14 15:33,,,,,,,,,,,,,,,,,펩 선생님! 영상도 되게 해주세요(--)(__),,Text,2022.02.13 21:34,,,,,근데 생각해보니까 진솔이는 우리 멤번데,,Text,2022.02.13 17:07,,,,,넌 나의 작은카이오프랙틱 말랑도수치료 ㅡ ㅡ💖,,Text,2022.02.13 00:27,어제 꼈던 렌즈 낄까,,Text,2022.02.12 09:44,통보한다 ㅡ*☆,,Text,2022.02.12 00:56,,,,
애아뽈,,Text,2022.03.02 01:57,뒷모습 가사가 너무 좋아서,,Text,2022.03.01 18:20,,,,,그걸로 다꾸함,,Text,2022.02.28 18:17,ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,Text,2022.02.24 17:22,"상쾌한 토요일 추천곡🎧
에스파 - YEPPI YEPPI
레드벨벳 - Pushin' N Pullin'
Emma Wahlin - Technicolor
bulow - revolver
미노이 - 살랑살랑
Adora - make u dance(feat.은하 of Viviz)
",,Text,2022.02.19 16:05,그리고 한 숙소살 땐 티비가 한대니까 그걸로 다 봐서 ㅋㅋㅋㅋㅋㅋ,,Text,2022.02.18 13:04,나 지금 바솩이 프사 땜에 행복해졌어,,Text,2022.02.17 17:16,,,,,,,,,"#하수영업템
파운데이션 편•••
(샵에서 쓰는 건 몰라요오)
네이밍 레이어드 파운데이션
쿠션은 어뮤즈 듀 젤리 비건 쿠션",,Text,2022.02.14 23:23,나 하나하나 보는즁,,Text,2022.02.14 15:45,,,,,,,,,,,,,,,,,고럼 댄스영상은 잠깐 킵,,Text,2022.02.13 21:34,,,,,ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋ,,Text,2022.02.13 17:08,,,,,너두 늦게자네에,,Text,2022.02.13 00:28,아니면 다른 종류 낄까?..,,Text,2022.02.12 09:44,내일 입랑단 드레스 코드는...,,Text,2022.02.12 00:57,,,,
"학교,직장까지 보통 얼마걸려",,Text,2022.03.02 01:58,하려구 했었지이,,Text,2022.03.01 18:20,,,,,그 땐 다들 다이어트도 열심히 할 때라 그랬던듯,,Text,2022.02.28 18:20,아니 그래서 나 어쩌다 사장 이런 프로 너무 나가고싶어🤤,,Text,2022.02.24 17:23,안뇽,,Text,2022.02.19 22:20,갑자기 '이북리더기 사용기' 이런거 뜬다? 그럼 누가 산 것...,,Text,2022.02.18 13:05,나 쫌 힐링하는 듯ㅋ,,Text,2022.02.17 17:26,,,,,,,,,"하고 싶은 광고 종류 있어요?
- 뭐든지 감사합니다(--)(__)💖",,Text,2022.02.14 23:25,질문게시글은 올리구 왔엉 좀만 기다려줘,,Text,2022.02.14 15:45,,,,,,,,,,,,,,,,,뉴 때 셀카?,,Text,2022.02.13 21:39,,,,,그러네 너무 갔다 ㅎ ㅎ,,Text,2022.02.13 17:09,,,,,나는 너 자면 잘라구,,Text,2022.02.13 00:29,다른 종류는 쫌 초롱초롱해 😃,,Text,2022.02.12 09:44,붉은계열이야 ㅎㅎㅎㅎ 왜냐면 내가 잘 알아보고 한명한명 눈 맞추고 싶어!,,Text,2022.02.12 00:57,,,,
시간을 맞춰야되니까,,Text,2022.03.02 01:58,이거 선배님이 콘서트에서 하신 영상있는데 한번 봐봐!!! ,,Text,2022.03.01 18:20,,,,,그 와와바와 첫 시작 뒤돌아서 댄서언니들이 인형포장지처럼 우리 포장하는 안무 있는데 그거 서있으면 네명 다 부들부들,,Text,2022.02.28 18:21,진짜 잘 할 수 있음 ㅎㅎ,,Text,2022.02.24 17:23,나 오늘 또 자장가 못 불러줄듯 해ㅜㅜ ,,Text,2022.02.19 22:21,그리고 난 너무 신기한게 내가 뭐 선반사야지~ 먼지털이 사야지~ 하면 그거 광고로 휴대폰에 뜬다...? 소름,,Text,2022.02.18 13:06,근데 난 왜 강아지 고양이 알러지가 있는걸까?,,Text,2022.02.17 17:26,,,,,,,,,"수영이는 어떤 말을 들었을 때 가장 힘이 났어?
- 음음 너가 어디서 무얼 하든 나는 이 자리에서 너를 응원할게...? 나를 향한 무조건적인 신뢰는 진짜 나를 사랑해서 나온거니까 저 말에 진심이 느껴져서 너무 고마웠고 또 힘들땐 이 세상에 나 혼자 인 것 같잖아 근데 나를 응원해주는 사람이 있구나 하면서 또 든든해져서...💖 너한텐 내가 그런 사람이구 싶네에 너를 위해 노래하고 춤추는 사람이 여기있어 !",,Text,2022.02.14 23:28,"오늘 노래 추천!!!
",,Text,2022.02.14 15:45,,,,,,,,,,,,,,,,,나 그때 아이돌이 처음이라 셀카가 소중한 지 몰랐어... 없어... 날라가써,,Text,2022.02.13 21:40,,,,,ㅇ근데 쫌 질투나는 걸 어케,,Text,2022.02.13 17:09,,,,,...밤새는 건 쫌,,Text,2022.02.13 00:33,"어제 이부 😏
오늘 이부 😃",,Text,2022.02.12 09:45,아잇 잠만 없다구..? 그럴 수 있지,,Text,2022.02.12 00:59,,,,
1초~1시간반,,Text,2022.03.02 01:59,싸비는 멜로디도 되게 아련하구 조아용,,Text,2022.03.01 18:21,,,,,ㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋ,,Text,2022.02.28 18:21,ㅋㅋㅋㅋㅋㅋㅋ,,Text,2022.02.24 17:29,나 기다리지 말구 푹 자 !!!💖,,Text,2022.02.19 22:21,헉 무섭다 담엔 말 안하고 나 혼자 생각하고 휴대폰 몰래 사버려야지...,,Text,2022.02.18 13:08,너무 화나는 부분 ㅡ.ㅡ,,Text,2022.02.17 17:26,,,,,,,,,"학창시절에 좋아했던 아이돌 있어요?
- 나는 일단 원더걸스 선배님💖 그리고 소녀시대선배님, 보아 선배님!!!",,Text,2022.02.14 23:30,원필 선배님 행운을 빌어 줘 !!!,,Text,2022.02.14 15:46,,,,,,,,,,,,,,,,,아이돌은 다 처음이지? 맞아,,Text,2022.02.13 21:40,,,,,ㅎ ㅎ 나는 집도착,,Text,2022.02.13 17:13,,,,,내 배경사진 못봠ㅅ어?,,Text,2022.02.13 00:34,이부리부리 아니야......😢,,Text,2022.02.12 09:54,잠만 미안해,,Text,2022.02.12 00:59,,,,
엇,,Text,2022.03.02 01:59,"울먹이는 너의 어깨를
이 작고도 초라한 나라도 괜찮다면
여기 기대도 돼",,Text,2022.03.01 18:21,,,,,지금은.... 너무 잘 먹음,,Text,2022.02.28 18:21,연락주세요 📞,,Text,2022.02.24 17:29,😍,,Emoji,2022.02.19 22:21,트루먼쇼라니,,Text,2022.02.18 13:08,그래서 집갈 땐 항상 알러지약을 챙겨가 !,,Text,2022.02.17 17:28,,,,,,,,,"예명에 대한 생각이 궁금해!
- 난 정말 한글 이름이 하고 싶었어... 첨엔 서울말도 못 쓰는 양산토박이 나 하수영이 이브라고? 웃겨... 했는데 어느새 다들 나를 이브언니라 불러주고 있으니 이젠 익숙하구 또 잘 어울린다고 해서 기분 좋아!",,Text,2022.02.14 23:32,Mr.s Green apple - shunshu !,,Text,2022.02.14 15:47,,,,,,,,,,,,,,,,,근데 일단 옛날 거 다 쭉 보고있어,,Text,2022.02.13 21:40,,,,,나 콘서트 끝나구 긴장 풀렸는지 몸살기운이 있어 ㅜ ㅜ,,Text,2022.02.13 17:15,,,,,아니아니 그런게아니라,,Text,2022.02.13 00:35,초롱이부라구,,Text,2022.02.12 09:54,그냥 편하게 입구와...,,Text,2022.02.12 01:00,,,,
2시간도있네,,Text,2022.03.02 01:59,너무 좋지?!!!!💖,,Text,2022.03.01 18:21,,,,,그땐 데뷔초니까 ~,,Text,2022.02.28 18:21,백종원 선생님 옆에 어울린다고? ㅋㅋㅋㅋㅋ,,Text,2022.02.24 17:30,나중ㅇㅔ 안 자면 또 올게 ㅎㅎ ,,Text,2022.02.19 22:21,내 인생영화 중에 트루먼쇼 있어,,Text,2022.02.18 13:09,알러지 치료제 화이팅! 기다립니다,,Text,2022.02.17 17:28,,,,,,,,,"이브가 뽑은 좋아하는 이브 직캠
- (다 쪼금씩 아쉬운 부분이 넘 많아서 난 못봄ㅜ)
하이하이 이브
쏘리쏘리 이브
직캠은 없지만 보름달 이브 정도...?!",,Text,2022.02.14 23:34,들으면서 얘기하쟈,,Text,2022.02.14 15:47,,,,,,,,,,,,,,,,,근데 너도 이달의소녀 멤버인데 왜 셀카 안 올려?... 팬들이 싫어하겠다,,Text,2022.02.13 21:41,,,,,푹 쉬고 나으면 브이앱 바로 킬게?!?,,Text,2022.02.13 17:15,,,,,진정해바,,Text,2022.02.13 00:35,그럼 메이크업해보고 정하게써,,Text,2022.02.12 09:55,그대신 내가 많이 사랑 줄 수 있게 손 흔들어줘!!!!!!!!,,Text,2022.02.12 01:01,,,,
엇 지구반바퀴라...,,Text,2022.03.02 02:00,일단 저 앨범은 명반이야,,Text,2022.03.01 18:21,,,,,이젠 웃으면서 얘기 할 수 있지요,,Text,2022.02.28 18:22,연락주세요 선생님📞,,Text,2022.02.24 17:30,기다릴까봐아,,Text,2022.02.19 22:21,중학교 때 도덕시간에 트루먼쇼 봤는데 너무 충격적이라 계속 봤어 ,,Text,2022.02.18 13:09,나는 고양이가 대답해주는 거 알고나서 너무 충격받고 고양이한테 푹빠졈ㅅ찌,,Text,2022.02.17 17:30,,,,,,,,,"인프제의 자랑 수영아 관찰 예능 출연하는 상상해봤어?
- 웨 안해?... 어렸을 때 혼자 밥먹을때도 허공에 '전 항상 이르케 밥에 김치를 올려먹어요~' 느낌으로 인터뷰도 해봄...",,Text,2022.02.14 23:37,일상은 요기다,,Text,2022.02.15 19:43,,,,,,,,,,,,,,,,,에버랜드 많네 ... 그 땐 휴대폰 없을 때 일걸?,,Text,2022.02.13 21:42,,,,,고마워 내 사랑💖,,Text,2022.02.13 17:40,,,,,그만큼 너랑 아침을 함께 맞고 싶다는거지~,,Text,2022.02.13 00:37,나 메이크업하구,,Text,2022.02.12 11:41,한명한명 놓치지 않게써,,Text,2022.02.12 01:01,,,,
쉽지않네,,Text,2022.03.02 02:00,요거 달리는 지하철에서 한강보면서 가면 나 이미 마음속으로 오열,,Text,2022.03.01 18:22,,,,,근데 오빛이 듣고싶어하는 와와바와 썰은 다 이렇게 웃픈 이야기야,,Text,2022.02.28 18:22,헉 스푸파도 재밌게 봤었음,,Text,2022.02.24 17:33,💖,,Emoji,2022.02.19 22:21,데뷔하고도 고원이랑 마라탕 먹고 숙소가는 길에 갑자기 밤하늘에 달이 너무 그림처럼 예쁜거야,,Text,2022.02.18 13:09,실용음악 입시 준비할 때 학원 끝나고 집가면 항상 똑같은 시간에 마주치는 길고양이가 있었는데 걔가 애교가 너무많아서 알러지있는데도 막 만지고 둘이 놀았었단말야,,Text,2022.02.17 17:31,,,,,,,,,"수영이는 살면서 젤 크게 화내본적이 언제야?
- 나 물건 없어졌을 때? 이럴때 엄청 화나... 지금 생각 나는 건 색연필 롯데마트에서 32색 세트 아코디언 형식으로 돼 있던거 엄마 졸라서 사 왔는데 2개가 없었어 근데 너무 속상하고 엄마 돈 들였는데 미안해서 혼자 울면서 화냈는데 그거 생각하면 아직 억울...",,Text,2022.02.14 23:43,나 지금 여자 쇼트 보는 중,,Text,2022.02.15 19:43,,,,,,,,,,,,,,,,,아 신비주의구나 어쩐지 익숙하네•••,,Text,2022.02.13 21:43,,,,,넌 아픈데 없어?!,,Text,2022.02.13 17:40,,,,,너가 잠 깨워 놓고 ,,Text,2022.02.13 00:43,무대 쪼끔 맞춰보다가 ㄹ왔어,,Text,2022.02.12 11:41,,,,,,,,
준비하고 있을테니까,,Text,2022.03.02 02:02,들을 때 마다 울게 되는 노래?!!,,Text,2022.03.01 18:29,,,,,우린 이제 웃겨서 괜찮아,,Text,2022.02.28 18:23,이제 곧 연습드가서,,Text,2022.02.24 17:34,미리 잘자 자갸,,Text,2022.02.19 22:21,그래서 야 박고언 저 달 트루먼쇼 달 같지 않냐 ㅋ ㅋ,,Text,2022.02.18 13:10,그래서 한 2주동안 병원다니면서 노래를 아예 못함 ㅎ ㅎ ,,Text,2022.02.17 17:32,,,,,,,,,"무기력해지고 인생의 슬럼프 일 때 어떻게 극복하나요?
- 저도 무기력 할 땐 정말 바닥까지 무기력해져버려서 침대 밖을 안나가곤 했어요
몬가 걱정은 잊고 다른 걸 해야지 하다가도 슬럼프가 내 발목을 잡고 안 놔주더라구요?
머리가 복잡할 때는 귀찮더라도 이때는 침대를 나서서 일기장에 내가 지금 느끼는 감정과 생각들을 구구절절 실타래를 풀듯 풀어서 적어봐요 그러면 내가 지금 하고 있는 생각이 일어나지도 않은 일에 대한 막연한 불안과 걱정인지 아니면 현명한 고민인지 알 수 있어요! 그저 어렴풋한 불안일 뿐이라면 마음을 다잡고 내려놓아야해요 내 눈앞에 보이는 것들에 집중하고 내 두 발이 지금 닿아있는 곳에서 당장 해야할 것을 생각해봐요🥰

좋은 책이 있었는데 
위로의 폭언
매우 예민한 사람들을 위한 책

시간 날 때 읽어봐요오💖
",,Text,2022.02.14 23:55,그거 알아?,,Text,2022.02.15 19:46,,,,,,,,,,,,,,,,,그 때 컴케언니 폰으로 찍었던 것 같은데 그 언니는 나가셨어 ㅜ.ㅜ,,Text,2022.02.13 21:43,,,,,아픈데 없으면 다행인데에,,Text,2022.02.13 17:45,,,,,ㅜ,,Text,2022.02.13 00:43,근데 나 좀 잠온다아,,Text,2022.02.12 11:41,,,,,,,,
잘 준비하고있어,,Text,2022.03.02 02:02,모가 있을까요,,Text,2022.03.01 18:29,,,,,와휴걸도 베이스는 슬퍼,,Text,2022.02.28 18:23,조금 있다가 또 올게💖,,Text,2022.02.24 17:36,안뇽...,,Text,2022.02.19 23:38,그  말에 삘 받아서 집가서 바로 둘이 트루먼쇼 봤어,,Text,2022.02.18 13:11,나 하쑤영 이제 더는 미룰 수 없다 밥먹기,,Text,2022.02.17 17:45,,,,,,,,,"다음달 이면 고등학교 입학하는데 꿀팁 알려주세요!
- 기억난다...  새학기 첫 날 친구 못사겨서 울던 나.. 낯가려서 짝지랑 1학기내내 말 한마디 안한 나... 제가 드릴 팁은 없지만 저를 좋아 할 사람들은 좋아해주더라구요? 저는 제가 먼저 못다가가서 매번 수줍게 있었더니 착한 친구들이 다가와줘써요.. 다가와주면 착하게 웃어주기?... 왜냐면 내가 차갑게 생겨서 오해를 많이 받았어요 주륵",,Text,2022.02.15 00:02,우리엄마 나 어렸을 때 피겨 시키려고 하셨대,,Text,2022.02.15 19:46,,,,,,,,,,,,,,,,,와 펩선생님이 댓글을 적어주셨어요,,Text,2022.02.13 21:44,,,,,나 때문에 심장 아프다구?,,Text,2022.02.13 17:45,,,,,픽스아트 쫌 재밌네,,Text,2022.02.13 00:50,하지만 나 하수영 이겨내겠어,,Text,2022.02.12 11:43,,,,,,,,
"🍎등교,출근을 함께하는 아침아솩플리🎧
원슈타인-당신이에요
Avril lavigne - sk8er boi
nctdream-무대로
day6 - man in a movie
chris brown-undecided
shinee - 1 of 1
세븐틴-지금 널 찾아가고 있어
지젤-problem(feat.ph-1)
이하이-world tour(feat.mino of winner)
gabi wilson - something to prove
전소미-어질어질
bazzi-star
thama-너
woodz-bump bump
saay - fallin'
bts-euphoria
",,Text,2022.03.02 02:31,저는 울지는 않는데,,Text,2022.03.01 18:30,,,,,근데 이젠 웃을 수 있는거지,,Text,2022.02.28 18:23,바솩이들아,,Text,2022.02.24 22:08,바솩이 재워놓고 또 온 아솩이,,Text,2022.02.19 23:38,그 뒤로 한동안 물건 집는 것 마다 트루먼쇼 엑스트라처럼 간접광고 하는 척 함,,Text,2022.02.18 13:11,진쨔루 먹는다,,Text,2022.02.17 17:45,,,,,,,,," 힐링하고 싶을 때 소소하게 집에서 하는 것?
-난 혼자 있는게 너무 좋은데 또 막상 길면 몬가 외로워요 그래서 항상 친언니집에 놀러가거나 만나자고 조름... 언니랑 맛있는 거 해먹기나 언니가 좋아하는 연예인얘기 들어주기...(일단 난 아님 ㅜ)",,Text,2022.02.15 00:10,물론 생각만...,,Text,2022.02.15 19:46,,,,,,,,,,,,,,,,,"진짜 이렇게 피드백 빠른 펩,,, 최고다 ",,Text,2022.02.13 21:44,,,,,그건 어떻게 낫게 하는건데 ㅡ.ㅡ,,Text,2022.02.13 17:46,,,,,배경사진을 바꿔봐써,,Text,2022.02.13 00:51,,,,,,,,,,,,
