Date,Time,Text,Type,Profile,Background,Name
2023.05.18,11:44,🥷그런데 좀 늦게 시작해서 그런데 이거 @@ 이런 거 되나요...? 이름 불려지나...?,Text,00,00,고원
2023.05.18,11:44,@ 당근,Text,00,00,고원
2023.05.18,11:45,여징이한테,Text,00,00,고원
2023.05.18,11:45,배워왔어요,Text,00,00,고원
2023.05.18,11:45,ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ,Text,00,00,고원
2023.05.18,11:45,mz는 다르다;;;,Text,00,00,고원
2023.05.18,11:45,하트는 없어 ㅜ,Text,00,00,고원
2023.05.18,11:45,❤️,Text,00,00,고원
2023.05.18,11:47,🥷언니 요즘 무슨 노래 들어요 오노추 해주라,Text,00,00,고원
2023.05.18,11:47,요즘 진짜 진짜,Text,00,00,고원
2023.05.18,11:48,좋아하는 노래,Text,00,00,고원
2023.05.18,11:48,김마리 - 너의 이름은 맑음,Text,00,00,고원
2023.05.18,11:48,이 노래 지금 날씨에 딱이야,Text,00,00,고원
2023.05.18,11:49,김마리님,Text,00,00,고원
2023.05.18,11:49,우산을 들어줄게도 좋아,Text,00,00,고원
2023.05.18,11:49,청량해 아쥬,Text,00,00,고원
2023.05.18,11:52,🥷웹툰이나 애니메이션도 보나?? 영화말구,Text,00,00,고원
2023.05.18,11:52,웹툰은 안보는데,Text,00,00,고원
2023.05.18,11:52,요즘 스킵과 로퍼라는 애니메이션,Text,00,00,고원
2023.05.18,11:52,보고있서요,Text,00,00,고원
2023.05.18,11:53,최애는,Text,00,00,고원
2023.05.18,11:53,유즈키언니,Text,00,00,고원
2023.05.18,11:53,ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ,Text,00,00,고원
2023.05.18,11:54,드라마는 요즘 안 봐서,Text,00,00,고원
2023.05.18,11:54,추천해줄게 없네여..,Text,00,00,고원
2023.05.18,11:55,낭만닥터 그거는,Text,00,00,고원
2023.05.18,11:55,"1,2 다 안 봐서",Text,00,00,고원
2023.05.18,11:56,ㅜ ㅜ,Text,00,00,고원
2023.05.18,11:56,내용 이어져요????,Text,00,00,고원
2023.05.18,11:57,🥷채원이가 추천하는 요즘의 소소한 일상..?응 머가 잇웅,Text,00,00,고원
2023.05.18,11:58,더워져서 추천은 안하지만,Text,00,00,고원
2023.05.18,11:58,뜨개질 ~ ♡,Text,00,00,고원
2023.05.18,11:59,00,Image,00,00,고원
2023.05.19,00:00,기얍지~~~~~~,Text,00,00,고원
2023.05.19,00:00,이브언니는 가방 만들기? 꾸미기??,Text,00,00,고원
2023.05.19,00:00,그런거할때,Text,00,00,고원
2023.05.19,00:01,내가 한눈판 사이에,Text,00,00,고원
2023.05.19,00:01,햄스터도 가방에 저렇게,Text,00,00,고원
2023.05.19,00:01,붙여질뻔 했어,Text,00,00,고원
2023.05.19,00:01,ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ,Text,00,00,고원
2023.05.19,00:03,이제,Text,00,00,고원
2023.05.19,00:03,동물의숲 좀만 하다가 자야겠다,Text,00,00,고원
2023.05.19,00:03,어제,Text,00,00,고원
2023.05.19,00:03,데이빗이라는 친구 이사가고,Text,00,00,고원
2023.05.19,00:03,미애가 왔어요,Text,00,00,고원
2023.05.19,00:04,캠핑장에 미애가 놀러와서,Text,00,00,고원
2023.05.19,00:04,제가 사실 데이빗 보내고 싶어서,Text,00,00,고원
2023.05.19,00:04,열심히 게임 이겨서 미애를 데려왔답니다,Text,00,00,고원
2023.05.19,00:04,하지만 제 위시 주민은,Text,00,00,고원
2023.05.19,00:04,다람이에요,Text,00,00,고원
2023.05.19,00:05,지금 제 마을에는,Text,00,00,고원
2023.05.19,00:05,누가 있냐면...,Text,00,00,고원
2023.05.19,00:05,근데 궁금하신가요...?,Text,00,00,고원
2023.05.19,00:05,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Text,00,00,고원
2023.05.19,00:05,딱히.. 라는 말이 나왔습니다,Text,00,00,고원
2023.05.19,00:05,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Text,00,00,고원
2023.05.19,00:05,근데 얘기해줄게요~~~,Text,00,00,고원
2023.05.19,00:07,"뽀야미
미애
미랑
존
햄쥐
나탈리
올리브
페더
나키
리키",Text,00,00,고원
2023.05.19,00:07,^^,Text,00,00,고원
2023.05.19,00:07,TMI~~,Text,00,00,고원
2023.05.19,00:07,저는 리키와 햄쥐를 아껴요,Text,00,00,고원
2023.05.19,00:08,다음에,Text,00,00,고원
2023.05.19,00:08,페더와 이별하고 다람이 데려오려구요,Text,00,00,고원
2023.05.19,00:09,페더는 이사온지 얼마 안돼서,Text,00,00,고원
2023.05.19,00:09,정이 안 들었어요,Text,00,00,고원
2023.05.19,00:10,사실 섬은,Text,00,00,고원
2023.05.19,00:10,하나도 안꾸며서,Text,00,00,고원
2023.05.19,00:10,아직 그냥 기본섬 그대로..,Text,00,00,고원
2023.05.19,00:11,다음에 구경시켜줄게용..,Text,00,00,고원
2023.05.19,00:13,섬 이름은,Text,00,00,고원
2023.05.19,00:13,주섬주섬,Text,00,00,고원
2023.05.19,00:13,놀러오세요,Text,00,00,고원
2023.05.19,00:15,🥷&&* 섬,Text,00,00,고원
2023.05.19,00:15,이거,Text,00,00,고원
2023.05.19,00:15,별 보는 거!!!!!,Text,00,00,고원
2023.05.19,00:15,알지알지,Text,00,00,고원
2023.05.19,00:16,🥷우리섬은 아보카도임 !!🥑🥑,Text,00,00,고원
2023.05.19,00:16,와,Text,00,00,고원
2023.05.19,00:16,이거 탐나서,Text,00,00,고원
2023.05.19,00:16,리셋하고 싶어,Text,00,00,고원
2023.05.19,00:16,ㅋ,Text,00,00,고원
2023.05.19,00:17,하지만 다시 리키와.. 햄쥐를...,Text,00,00,고원
2023.05.19,00:17,이제 또 눈이 감겨서,Text,00,00,고원
2023.05.19,00:17,가보겠어요,Text,00,00,고원
2023.05.19,00:17,오랜만에 오빛들이랑 얘기하니까,Text,00,00,고원
2023.05.19,00:18,좋다~~~~~~~!,Text,00,00,고원
2023.05.19,00:18,"잘자용 모두들,,,",Text,00,00,고원
2023.05.19,00:19,즐거운 금요일 보내~~~~~~~~~~~~~~~~~~~~~~!,Text,00,00,고원
